6.400098462939774;7.2525787327033555;8.629270389676408
6.810930284501416;7.1494230708369555;8.648136618547014
6.678654262722249;7.162022698232931;8.604288699350581
6.630479767404369;7.075527254564578;8.591022041955343
6.516371691690944;7.152530017857389;8.57477726953817
6.54854107636419;7.279188477236392;8.500803270985653
6.592880678793206;7.1968811711542156;8.448755196538585
6.642912835607912;7.1122649975251075;8.427190537316545
6.615757186890232;7.217339312146606;8.41872193697526
6.628988318829502;7.185837118613893;8.48985616419684
